Samples,Xpos,Ypos,Pow,NebMode
258,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
259,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
260,4.087386719583396,0.45316473579088523,-1.201886792077616,0
261,4.0925022636123956,0.45316473579088523,-1.191644943495195,0
262,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
263,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
264,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
265,4.082271175554396,0.448070561035081,-1.1967658677864073,0
266,4.0925022636123956,0.45316473579088523,-1.1967658677864073,0
267,4.082271175554396,0.448070561035081,-1.1967658677864073,0
268,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
269,4.0771556315254,0.45316473579088523,-1.1967658677864073,0
270,4.082271175554396,0.448070561035081,-1.1967658677864073,0
271,4.082271175554396,0.448070561035081,-1.1967658677864073,0
272,4.0771556315254,0.448070561035081,-1.191644943495195,0
273,4.082271175554396,0.448070561035081,-1.1967658677864073,0
274,4.072040087496401,0.448070561035081,-1.1967658677864073,0
275,4.082271175554396,0.448070561035081,-1.1967658677864073,0
276,4.072040087496401,0.448070561035081,-1.1967658677864073,0
277,4.082271175554396,0.448070561035081,-1.1967658677864073,0
278,4.0771556315254,0.448070561035081,-1.1967658677864073,0
279,4.082271175554396,0.448070561035081,-1.1967658677864073,0
280,4.0771556315254,0.45316473579088523,-1.1967658677864073,0
281,4.0771556315254,0.448070561035081,-1.1967658677864073,0
282,4.082271175554396,0.448070561035081,-1.1967658677864073,0
283,4.072040087496401,0.448070561035081,-1.1967658677864073,0
284,4.082271175554396,0.448070561035081,-1.1967658677864073,0
285,4.082271175554396,0.448070561035081,-1.1967658677864073,0
286,4.087386719583396,0.45316473579088523,-1.201886792077616,0
287,4.082271175554396,0.448070561035081,-1.1967658677864073,0
288,4.082271175554396,0.448070561035081,-1.1967658677864073,0
289,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
290,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
291,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
292,4.082271175554396,0.448070561035081,-1.1967658677864073,0
293,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
